primary_type,week,count
CRIMINAL DAMAGE,2001-01-08,886
CRIMINAL DAMAGE,2001-01-15,900
CRIMINAL DAMAGE,2001-01-22,813
CRIMINAL DAMAGE,2001-01-29,808
CRIMINAL DAMAGE,2001-02-05,872
CRIMINAL DAMAGE,2001-02-12,941
CRIMINAL DAMAGE,2001-02-19,984
CRIMINAL DAMAGE,2001-02-26,1052
CRIMINAL DAMAGE,2001-03-05,981
CRIMINAL DAMAGE,2001-03-12,893
CRIMINAL DAMAGE,2001-03-19,1118
CRIMINAL DAMAGE,2001-03-26,1128
CRIMINAL DAMAGE,2001-04-02,1094
CRIMINAL DAMAGE,2001-04-09,1149
CRIMINAL DAMAGE,2001-04-16,1193
CRIMINAL DAMAGE,2001-04-23,1160
CRIMINAL DAMAGE,2001-04-30,1126
CRIMINAL DAMAGE,2001-05-07,1112
CRIMINAL DAMAGE,2001-05-14,1046
CRIMINAL DAMAGE,2001-05-21,1002
CRIMINAL DAMAGE,2001-05-28,1149
CRIMINAL DAMAGE,2001-06-04,1048
CRIMINAL DAMAGE,2001-06-11,1114
CRIMINAL DAMAGE,2001-06-18,1160
CRIMINAL DAMAGE,2001-06-25,1098
CRIMINAL DAMAGE,2001-07-02,1285
CRIMINAL DAMAGE,2001-07-09,1179
CRIMINAL DAMAGE,2001-07-16,1220
CRIMINAL DAMAGE,2001-07-23,1108
CRIMINAL DAMAGE,2001-07-30,1113
CRIMINAL DAMAGE,2001-08-06,1153
CRIMINAL DAMAGE,2001-08-13,1139
CRIMINAL DAMAGE,2001-08-20,1186
CRIMINAL DAMAGE,2001-08-27,1181
CRIMINAL DAMAGE,2001-09-03,1074
CRIMINAL DAMAGE,2001-09-10,1150
CRIMINAL DAMAGE,2001-09-17,1010
CRIMINAL DAMAGE,2001-09-24,1109
CRIMINAL DAMAGE,2001-10-01,1106
CRIMINAL DAMAGE,2001-10-08,1110
CRIMINAL DAMAGE,2001-10-15,1171
CRIMINAL DAMAGE,2001-10-22,1135
CRIMINAL DAMAGE,2001-10-29,1383
CRIMINAL DAMAGE,2001-11-05,1099
CRIMINAL DAMAGE,2001-11-12,1082
CRIMINAL DAMAGE,2001-11-19,1086
CRIMINAL DAMAGE,2001-11-26,994
CRIMINAL DAMAGE,2001-12-03,1014
CRIMINAL DAMAGE,2001-12-10,996
CRIMINAL DAMAGE,2001-12-17,933
CRIMINAL DAMAGE,2001-12-24,781
CRIMINAL DAMAGE,2001-12-31,1115
CRIMINAL DAMAGE,2002-01-07,1011
CRIMINAL DAMAGE,2002-01-14,898
CRIMINAL DAMAGE,2002-01-21,975
CRIMINAL DAMAGE,2002-01-28,824
CRIMINAL DAMAGE,2002-02-04,866
CRIMINAL DAMAGE,2002-02-11,1019
CRIMINAL DAMAGE,2002-02-18,1024
CRIMINAL DAMAGE,2002-02-25,819
CRIMINAL DAMAGE,2002-03-04,899
CRIMINAL DAMAGE,2002-03-11,1060
CRIMINAL DAMAGE,2002-03-18,1079
CRIMINAL DAMAGE,2002-03-25,1050
CRIMINAL DAMAGE,2002-04-01,1056
CRIMINAL DAMAGE,2002-04-08,1193
CRIMINAL DAMAGE,2002-04-15,1123
CRIMINAL DAMAGE,2002-04-22,1101
CRIMINAL DAMAGE,2002-04-29,1085
CRIMINAL DAMAGE,2002-05-06,1083
CRIMINAL DAMAGE,2002-05-13,1064
CRIMINAL DAMAGE,2002-05-20,1148
CRIMINAL DAMAGE,2002-05-27,1214
CRIMINAL DAMAGE,2002-06-03,1054
CRIMINAL DAMAGE,2002-06-10,1154
CRIMINAL DAMAGE,2002-06-17,1149
CRIMINAL DAMAGE,2002-06-24,1215
CRIMINAL DAMAGE,2002-07-01,1275
CRIMINAL DAMAGE,2002-07-08,1230
CRIMINAL DAMAGE,2002-07-15,1178
CRIMINAL DAMAGE,2002-07-22,1211
CRIMINAL DAMAGE,2002-07-29,1233
CRIMINAL DAMAGE,2002-08-05,1147
CRIMINAL DAMAGE,2002-08-12,1129
CRIMINAL DAMAGE,2002-08-19,1127
CRIMINAL DAMAGE,2002-08-26,1169
CRIMINAL DAMAGE,2002-09-02,1127
CRIMINAL DAMAGE,2002-09-09,1140
CRIMINAL DAMAGE,2002-09-16,1156
CRIMINAL DAMAGE,2002-09-23,1192
CRIMINAL DAMAGE,2002-09-30,1185
CRIMINAL DAMAGE,2002-10-07,1246
CRIMINAL DAMAGE,2002-10-14,1143
CRIMINAL DAMAGE,2002-10-21,1034
CRIMINAL DAMAGE,2002-10-28,1160
CRIMINAL DAMAGE,2002-11-04,1100
CRIMINAL DAMAGE,2002-11-11,952
CRIMINAL DAMAGE,2002-11-18,939
CRIMINAL DAMAGE,2002-11-25,811
CRIMINAL DAMAGE,2002-12-02,845
CRIMINAL DAMAGE,2002-12-09,988
CRIMINAL DAMAGE,2002-12-16,1015
CRIMINAL DAMAGE,2002-12-23,801
CRIMINAL DAMAGE,2002-12-30,1082
CRIMINAL DAMAGE,2003-01-06,860
CRIMINAL DAMAGE,2003-01-13,817
CRIMINAL DAMAGE,2003-01-20,793
CRIMINAL DAMAGE,2003-01-27,847
CRIMINAL DAMAGE,2003-02-03,859
CRIMINAL DAMAGE,2003-02-10,820
CRIMINAL DAMAGE,2003-02-17,928
CRIMINAL DAMAGE,2003-02-24,805
CRIMINAL DAMAGE,2003-03-03,746
CRIMINAL DAMAGE,2003-03-10,1032
CRIMINAL DAMAGE,2003-03-17,1201
CRIMINAL DAMAGE,2003-03-24,1105
CRIMINAL DAMAGE,2003-03-31,1145
CRIMINAL DAMAGE,2003-04-07,1208
CRIMINAL DAMAGE,2003-04-14,1289
CRIMINAL DAMAGE,2003-04-21,1243
CRIMINAL DAMAGE,2003-04-28,1113
CRIMINAL DAMAGE,2003-05-05,1113
CRIMINAL DAMAGE,2003-05-12,1136
CRIMINAL DAMAGE,2003-05-19,1054
CRIMINAL DAMAGE,2003-05-26,1132
CRIMINAL DAMAGE,2003-06-02,1114
CRIMINAL DAMAGE,2003-06-09,1151
CRIMINAL DAMAGE,2003-06-16,1145
CRIMINAL DAMAGE,2003-06-23,1181
CRIMINAL DAMAGE,2003-06-30,1184
CRIMINAL DAMAGE,2003-07-07,1125
CRIMINAL DAMAGE,2003-07-14,1061
CRIMINAL DAMAGE,2003-07-21,1151
CRIMINAL DAMAGE,2003-07-28,1043
CRIMINAL DAMAGE,2003-08-04,1143
CRIMINAL DAMAGE,2003-08-11,1116
CRIMINAL DAMAGE,2003-08-18,1265
CRIMINAL DAMAGE,2003-08-25,1095
CRIMINAL DAMAGE,2003-09-01,1068
CRIMINAL DAMAGE,2003-09-08,1170
CRIMINAL DAMAGE,2003-09-15,1106
CRIMINAL DAMAGE,2003-09-22,1027
CRIMINAL DAMAGE,2003-09-29,1062
CRIMINAL DAMAGE,2003-10-06,1127
CRIMINAL DAMAGE,2003-10-13,1109
CRIMINAL DAMAGE,2003-10-20,1102
CRIMINAL DAMAGE,2003-10-27,1302
CRIMINAL DAMAGE,2003-11-03,1070
CRIMINAL DAMAGE,2003-11-10,1020
CRIMINAL DAMAGE,2003-11-17,1028
CRIMINAL DAMAGE,2003-11-24,1041
CRIMINAL DAMAGE,2003-12-01,953
CRIMINAL DAMAGE,2003-12-08,799
CRIMINAL DAMAGE,2003-12-15,881
CRIMINAL DAMAGE,2003-12-22,900
CRIMINAL DAMAGE,2003-12-29,1143
CRIMINAL DAMAGE,2004-01-05,728
CRIMINAL DAMAGE,2004-01-12,816
CRIMINAL DAMAGE,2004-01-19,743
CRIMINAL DAMAGE,2004-01-26,611
CRIMINAL DAMAGE,2004-02-02,674
CRIMINAL DAMAGE,2004-02-09,799
CRIMINAL DAMAGE,2004-02-16,859
CRIMINAL DAMAGE,2004-02-23,959
CRIMINAL DAMAGE,2004-03-01,1028
CRIMINAL DAMAGE,2004-03-08,1035
CRIMINAL DAMAGE,2004-03-15,1010
CRIMINAL DAMAGE,2004-03-22,1108
CRIMINAL DAMAGE,2004-03-29,970
CRIMINAL DAMAGE,2004-04-05,1053
CRIMINAL DAMAGE,2004-04-12,1081
CRIMINAL DAMAGE,2004-04-19,1017
CRIMINAL DAMAGE,2004-04-26,1093
CRIMINAL DAMAGE,2004-05-03,1061
CRIMINAL DAMAGE,2004-05-10,1036
CRIMINAL DAMAGE,2004-05-17,1080
CRIMINAL DAMAGE,2004-05-24,1026
CRIMINAL DAMAGE,2004-05-31,1088
CRIMINAL DAMAGE,2004-06-07,1109
CRIMINAL DAMAGE,2004-06-14,1222
CRIMINAL DAMAGE,2004-06-21,1111
CRIMINAL DAMAGE,2004-06-28,1208
CRIMINAL DAMAGE,2004-07-05,1109
CRIMINAL DAMAGE,2004-07-12,1108
CRIMINAL DAMAGE,2004-07-19,1030
CRIMINAL DAMAGE,2004-07-26,1092
CRIMINAL DAMAGE,2004-08-02,1086
CRIMINAL DAMAGE,2004-08-09,1113
CRIMINAL DAMAGE,2004-08-16,1151
CRIMINAL DAMAGE,2004-08-23,1116
CRIMINAL DAMAGE,2004-08-30,1138
CRIMINAL DAMAGE,2004-09-06,1060
CRIMINAL DAMAGE,2004-09-13,953
CRIMINAL DAMAGE,2004-09-20,1094
CRIMINAL DAMAGE,2004-09-27,1009
CRIMINAL DAMAGE,2004-10-04,1013
CRIMINAL DAMAGE,2004-10-11,1056
CRIMINAL DAMAGE,2004-10-18,1201
CRIMINAL DAMAGE,2004-10-25,1253
CRIMINAL DAMAGE,2004-11-01,1157
CRIMINAL DAMAGE,2004-11-08,1180
CRIMINAL DAMAGE,2004-11-15,1087
CRIMINAL DAMAGE,2004-11-22,868
CRIMINAL DAMAGE,2004-11-29,903
CRIMINAL DAMAGE,2004-12-06,943
CRIMINAL DAMAGE,2004-12-13,866
CRIMINAL DAMAGE,2004-12-20,700
CRIMINAL DAMAGE,2004-12-27,1001
CRIMINAL DAMAGE,2005-01-03,709
CRIMINAL DAMAGE,2005-01-10,821
CRIMINAL DAMAGE,2005-01-17,738
CRIMINAL DAMAGE,2005-01-24,719
CRIMINAL DAMAGE,2005-01-31,785
CRIMINAL DAMAGE,2005-02-07,888
CRIMINAL DAMAGE,2005-02-14,945
CRIMINAL DAMAGE,2005-02-21,957
CRIMINAL DAMAGE,2005-02-28,928
CRIMINAL DAMAGE,2005-03-07,865
CRIMINAL DAMAGE,2005-03-14,1056
CRIMINAL DAMAGE,2005-03-21,996
CRIMINAL DAMAGE,2005-03-28,1076
CRIMINAL DAMAGE,2005-04-04,1172
CRIMINAL DAMAGE,2005-04-11,1135
CRIMINAL DAMAGE,2005-04-18,1044
CRIMINAL DAMAGE,2005-04-25,1128
CRIMINAL DAMAGE,2005-05-02,1160
CRIMINAL DAMAGE,2005-05-09,1130
CRIMINAL DAMAGE,2005-05-16,1145
CRIMINAL DAMAGE,2005-05-23,1114
CRIMINAL DAMAGE,2005-05-30,1078
CRIMINAL DAMAGE,2005-06-06,1074
CRIMINAL DAMAGE,2005-06-13,1188
CRIMINAL DAMAGE,2005-06-20,1149
CRIMINAL DAMAGE,2005-06-27,1135
CRIMINAL DAMAGE,2005-07-04,1175
CRIMINAL DAMAGE,2005-07-11,1177
CRIMINAL DAMAGE,2005-07-18,1194
CRIMINAL DAMAGE,2005-07-25,1137
CRIMINAL DAMAGE,2005-08-01,1073
CRIMINAL DAMAGE,2005-08-08,1159
CRIMINAL DAMAGE,2005-08-15,1116
CRIMINAL DAMAGE,2005-08-22,1102
CRIMINAL DAMAGE,2005-08-29,1119
CRIMINAL DAMAGE,2005-09-05,1092
CRIMINAL DAMAGE,2005-09-12,1205
CRIMINAL DAMAGE,2005-09-19,1120
CRIMINAL DAMAGE,2005-09-26,1100
CRIMINAL DAMAGE,2005-10-03,1152
CRIMINAL DAMAGE,2005-10-10,1175
CRIMINAL DAMAGE,2005-10-17,1167
CRIMINAL DAMAGE,2005-10-24,1240
CRIMINAL DAMAGE,2005-10-31,1367
CRIMINAL DAMAGE,2005-11-07,1233
CRIMINAL DAMAGE,2005-11-14,1046
CRIMINAL DAMAGE,2005-11-21,1044
CRIMINAL DAMAGE,2005-11-28,859
CRIMINAL DAMAGE,2005-12-05,621
CRIMINAL DAMAGE,2005-12-12,762
CRIMINAL DAMAGE,2005-12-19,779
CRIMINAL DAMAGE,2005-12-26,1076
CRIMINAL DAMAGE,2006-01-02,1102
CRIMINAL DAMAGE,2006-01-09,1041
CRIMINAL DAMAGE,2006-01-16,1044
CRIMINAL DAMAGE,2006-01-23,1055
CRIMINAL DAMAGE,2006-01-30,1007
CRIMINAL DAMAGE,2006-02-06,997
CRIMINAL DAMAGE,2006-02-13,980
CRIMINAL DAMAGE,2006-02-20,1051
CRIMINAL DAMAGE,2006-02-27,946
CRIMINAL DAMAGE,2006-03-06,1092
CRIMINAL DAMAGE,2006-03-13,1020
CRIMINAL DAMAGE,2006-03-20,1049
CRIMINAL DAMAGE,2006-03-27,1159
CRIMINAL DAMAGE,2006-04-03,1115
CRIMINAL DAMAGE,2006-04-10,1135
CRIMINAL DAMAGE,2006-04-17,1119
CRIMINAL DAMAGE,2006-04-24,1031
CRIMINAL DAMAGE,2006-05-01,1111
CRIMINAL DAMAGE,2006-05-08,1068
CRIMINAL DAMAGE,2006-05-15,1021
CRIMINAL DAMAGE,2006-05-22,1187
CRIMINAL DAMAGE,2006-05-29,1104
CRIMINAL DAMAGE,2006-06-05,1137
CRIMINAL DAMAGE,2006-06-12,1188
CRIMINAL DAMAGE,2006-06-19,1136
CRIMINAL DAMAGE,2006-06-26,1134
CRIMINAL DAMAGE,2006-07-03,1236
CRIMINAL DAMAGE,2006-07-10,1113
CRIMINAL DAMAGE,2006-07-17,1142
CRIMINAL DAMAGE,2006-07-24,1229
CRIMINAL DAMAGE,2006-07-31,1212
CRIMINAL DAMAGE,2006-08-07,1276
CRIMINAL DAMAGE,2006-08-14,1190
CRIMINAL DAMAGE,2006-08-21,1225
CRIMINAL DAMAGE,2006-08-28,1233
CRIMINAL DAMAGE,2006-09-04,1070
CRIMINAL DAMAGE,2006-09-11,1126
CRIMINAL DAMAGE,2006-09-18,1112
CRIMINAL DAMAGE,2006-09-25,1119
CRIMINAL DAMAGE,2006-10-02,1158
CRIMINAL DAMAGE,2006-10-09,1092
CRIMINAL DAMAGE,2006-10-16,1129
CRIMINAL DAMAGE,2006-10-23,1006
CRIMINAL DAMAGE,2006-10-30,1439
CRIMINAL DAMAGE,2006-11-06,1091
CRIMINAL DAMAGE,2006-11-13,997
CRIMINAL DAMAGE,2006-11-20,1035
CRIMINAL DAMAGE,2006-11-27,836
CRIMINAL DAMAGE,2006-12-04,828
CRIMINAL DAMAGE,2006-12-11,1048
CRIMINAL DAMAGE,2006-12-18,966
CRIMINAL DAMAGE,2006-12-25,990
CRIMINAL DAMAGE,2007-01-01,1042
CRIMINAL DAMAGE,2007-01-08,977
CRIMINAL DAMAGE,2007-01-15,836
CRIMINAL DAMAGE,2007-01-22,760
CRIMINAL DAMAGE,2007-01-29,695
CRIMINAL DAMAGE,2007-02-05,629
CRIMINAL DAMAGE,2007-02-12,592
CRIMINAL DAMAGE,2007-02-19,781
CRIMINAL DAMAGE,2007-02-26,796
CRIMINAL DAMAGE,2007-03-05,985
CRIMINAL DAMAGE,2007-03-12,1087
CRIMINAL DAMAGE,2007-03-19,1047
CRIMINAL DAMAGE,2007-03-26,1140
CRIMINAL DAMAGE,2007-04-02,989
CRIMINAL DAMAGE,2007-04-09,1082
CRIMINAL DAMAGE,2007-04-16,1166
CRIMINAL DAMAGE,2007-04-23,1042
CRIMINAL DAMAGE,2007-04-30,1158
CRIMINAL DAMAGE,2007-05-07,1196
CRIMINAL DAMAGE,2007-05-14,1108
CRIMINAL DAMAGE,2007-05-21,1153
CRIMINAL DAMAGE,2007-05-28,1119
CRIMINAL DAMAGE,2007-06-04,1035
CRIMINAL DAMAGE,2007-06-11,1113
CRIMINAL DAMAGE,2007-06-18,1179
CRIMINAL DAMAGE,2007-06-25,1108
CRIMINAL DAMAGE,2007-07-02,1120
CRIMINAL DAMAGE,2007-07-09,1136
CRIMINAL DAMAGE,2007-07-16,1185
CRIMINAL DAMAGE,2007-07-23,1142
CRIMINAL DAMAGE,2007-07-30,1149
CRIMINAL DAMAGE,2007-08-06,1183
CRIMINAL DAMAGE,2007-08-13,1111
CRIMINAL DAMAGE,2007-08-20,1046
CRIMINAL DAMAGE,2007-08-27,1172
CRIMINAL DAMAGE,2007-09-03,1085
CRIMINAL DAMAGE,2007-09-10,945
CRIMINAL DAMAGE,2007-09-17,1166
CRIMINAL DAMAGE,2007-09-24,1100
CRIMINAL DAMAGE,2007-10-01,1112
CRIMINAL DAMAGE,2007-10-08,1168
CRIMINAL DAMAGE,2007-10-15,1239
CRIMINAL DAMAGE,2007-10-22,1146
CRIMINAL DAMAGE,2007-10-29,1464
CRIMINAL DAMAGE,2007-11-05,1083
CRIMINAL DAMAGE,2007-11-12,1044
CRIMINAL DAMAGE,2007-11-19,915
CRIMINAL DAMAGE,2007-11-26,918
CRIMINAL DAMAGE,2007-12-03,682
CRIMINAL DAMAGE,2007-12-10,753
CRIMINAL DAMAGE,2007-12-17,898
CRIMINAL DAMAGE,2007-12-24,835
CRIMINAL DAMAGE,2007-12-31,922
CRIMINAL DAMAGE,2008-01-07,1038
CRIMINAL DAMAGE,2008-01-14,901
CRIMINAL DAMAGE,2008-01-21,742
CRIMINAL DAMAGE,2008-01-28,701
CRIMINAL DAMAGE,2008-02-04,695
CRIMINAL DAMAGE,2008-02-11,807
CRIMINAL DAMAGE,2008-02-18,778
CRIMINAL DAMAGE,2008-02-25,836
CRIMINAL DAMAGE,2008-03-03,902
CRIMINAL DAMAGE,2008-03-10,988
CRIMINAL DAMAGE,2008-03-17,959
CRIMINAL DAMAGE,2008-03-24,1002
CRIMINAL DAMAGE,2008-03-31,1058
CRIMINAL DAMAGE,2008-04-07,947
CRIMINAL DAMAGE,2008-04-14,1150
CRIMINAL DAMAGE,2008-04-21,1037
CRIMINAL DAMAGE,2008-04-28,1022
CRIMINAL DAMAGE,2008-05-05,1153
CRIMINAL DAMAGE,2008-05-12,1072
CRIMINAL DAMAGE,2008-05-19,1143
CRIMINAL DAMAGE,2008-05-26,1141
CRIMINAL DAMAGE,2008-06-02,1096
CRIMINAL DAMAGE,2008-06-09,1191
CRIMINAL DAMAGE,2008-06-16,1117
CRIMINAL DAMAGE,2008-06-23,1104
CRIMINAL DAMAGE,2008-06-30,1159
CRIMINAL DAMAGE,2008-07-07,1154
CRIMINAL DAMAGE,2008-07-14,1127
CRIMINAL DAMAGE,2008-07-21,1177
CRIMINAL DAMAGE,2008-07-28,1168
CRIMINAL DAMAGE,2008-08-04,1151
CRIMINAL DAMAGE,2008-08-11,1168
CRIMINAL DAMAGE,2008-08-18,1170
CRIMINAL DAMAGE,2008-08-25,1087
CRIMINAL DAMAGE,2008-09-01,990
CRIMINAL DAMAGE,2008-09-08,963
CRIMINAL DAMAGE,2008-09-15,1141
CRIMINAL DAMAGE,2008-09-22,1059
CRIMINAL DAMAGE,2008-09-29,1035
CRIMINAL DAMAGE,2008-10-06,1067
CRIMINAL DAMAGE,2008-10-13,1065
CRIMINAL DAMAGE,2008-10-20,1080
CRIMINAL DAMAGE,2008-10-27,1276
CRIMINAL DAMAGE,2008-11-03,1005
CRIMINAL DAMAGE,2008-11-10,984
CRIMINAL DAMAGE,2008-11-17,969
CRIMINAL DAMAGE,2008-11-24,987
CRIMINAL DAMAGE,2008-12-01,782
CRIMINAL DAMAGE,2008-12-08,902
CRIMINAL DAMAGE,2008-12-15,626
CRIMINAL DAMAGE,2008-12-22,764
CRIMINAL DAMAGE,2008-12-29,1031
CRIMINAL DAMAGE,2009-01-05,711
CRIMINAL DAMAGE,2009-01-12,633
CRIMINAL DAMAGE,2009-01-19,734
CRIMINAL DAMAGE,2009-01-26,649
CRIMINAL DAMAGE,2009-02-02,715
CRIMINAL DAMAGE,2009-02-09,917
CRIMINAL DAMAGE,2009-02-16,792
CRIMINAL DAMAGE,2009-02-23,812
CRIMINAL DAMAGE,2009-03-02,862
CRIMINAL DAMAGE,2009-03-09,962
CRIMINAL DAMAGE,2009-03-16,1002
CRIMINAL DAMAGE,2009-03-23,975
CRIMINAL DAMAGE,2009-03-30,858
CRIMINAL DAMAGE,2009-04-06,1001
CRIMINAL DAMAGE,2009-04-13,995
CRIMINAL DAMAGE,2009-04-20,961
CRIMINAL DAMAGE,2009-04-27,965
CRIMINAL DAMAGE,2009-05-04,1012
CRIMINAL DAMAGE,2009-05-11,1032
CRIMINAL DAMAGE,2009-05-18,1022
CRIMINAL DAMAGE,2009-05-25,951
CRIMINAL DAMAGE,2009-06-01,1015
CRIMINAL DAMAGE,2009-06-08,1036
CRIMINAL DAMAGE,2009-06-15,977
CRIMINAL DAMAGE,2009-06-22,1020
CRIMINAL DAMAGE,2009-06-29,1035
CRIMINAL DAMAGE,2009-07-06,1018
CRIMINAL DAMAGE,2009-07-13,1055
CRIMINAL DAMAGE,2009-07-20,1051
CRIMINAL DAMAGE,2009-07-27,991
CRIMINAL DAMAGE,2009-08-03,962
CRIMINAL DAMAGE,2009-08-10,1036
CRIMINAL DAMAGE,2009-08-17,987
CRIMINAL DAMAGE,2009-08-24,1001
CRIMINAL DAMAGE,2009-08-31,900
CRIMINAL DAMAGE,2009-09-07,935
CRIMINAL DAMAGE,2009-09-14,935
CRIMINAL DAMAGE,2009-09-21,908
CRIMINAL DAMAGE,2009-09-28,905
CRIMINAL DAMAGE,2009-10-05,959
CRIMINAL DAMAGE,2009-10-12,915
CRIMINAL DAMAGE,2009-10-19,1007
CRIMINAL DAMAGE,2009-10-26,1026
CRIMINAL DAMAGE,2009-11-02,1019
CRIMINAL DAMAGE,2009-11-09,1036
CRIMINAL DAMAGE,2009-11-16,856
CRIMINAL DAMAGE,2009-11-23,815
CRIMINAL DAMAGE,2009-11-30,821
CRIMINAL DAMAGE,2009-12-07,648
CRIMINAL DAMAGE,2009-12-14,713
CRIMINAL DAMAGE,2009-12-21,630
CRIMINAL DAMAGE,2009-12-28,585
CRIMINAL DAMAGE,2010-01-04,532
CRIMINAL DAMAGE,2010-01-11,663
CRIMINAL DAMAGE,2010-01-18,746
CRIMINAL DAMAGE,2010-01-25,617
CRIMINAL DAMAGE,2010-02-01,617
CRIMINAL DAMAGE,2010-02-08,544
CRIMINAL DAMAGE,2010-02-15,645
CRIMINAL DAMAGE,2010-02-22,646
CRIMINAL DAMAGE,2010-03-01,745
CRIMINAL DAMAGE,2010-03-08,866
CRIMINAL DAMAGE,2010-03-15,879
CRIMINAL DAMAGE,2010-03-22,900
CRIMINAL DAMAGE,2010-03-29,903
CRIMINAL DAMAGE,2010-04-05,895
CRIMINAL DAMAGE,2010-04-12,892
CRIMINAL DAMAGE,2010-04-19,862
CRIMINAL DAMAGE,2010-04-26,986
CRIMINAL DAMAGE,2010-05-03,902
CRIMINAL DAMAGE,2010-05-10,842
CRIMINAL DAMAGE,2010-05-17,830
CRIMINAL DAMAGE,2010-05-24,823
CRIMINAL DAMAGE,2010-05-31,826
CRIMINAL DAMAGE,2010-06-07,848
CRIMINAL DAMAGE,2010-06-14,845
CRIMINAL DAMAGE,2010-06-21,815
CRIMINAL DAMAGE,2010-06-28,855
CRIMINAL DAMAGE,2010-07-05,863
CRIMINAL DAMAGE,2010-07-12,853
CRIMINAL DAMAGE,2010-07-19,831
CRIMINAL DAMAGE,2010-07-26,834
CRIMINAL DAMAGE,2010-08-02,823
CRIMINAL DAMAGE,2010-08-09,878
CRIMINAL DAMAGE,2010-08-16,850
CRIMINAL DAMAGE,2010-08-23,835
CRIMINAL DAMAGE,2010-08-30,757
CRIMINAL DAMAGE,2010-09-06,819
CRIMINAL DAMAGE,2010-09-13,838
CRIMINAL DAMAGE,2010-09-20,854
CRIMINAL DAMAGE,2010-09-27,749
CRIMINAL DAMAGE,2010-10-04,867
CRIMINAL DAMAGE,2010-10-11,810
CRIMINAL DAMAGE,2010-10-18,831
CRIMINAL DAMAGE,2010-10-25,887
CRIMINAL DAMAGE,2010-11-01,834
CRIMINAL DAMAGE,2010-11-08,888
CRIMINAL DAMAGE,2010-11-15,754
CRIMINAL DAMAGE,2010-11-22,679
CRIMINAL DAMAGE,2010-11-29,575
CRIMINAL DAMAGE,2010-12-06,515
CRIMINAL DAMAGE,2010-12-13,538
CRIMINAL DAMAGE,2010-12-20,484
CRIMINAL DAMAGE,2010-12-27,673
CRIMINAL DAMAGE,2011-01-03,600
CRIMINAL DAMAGE,2011-01-10,574
CRIMINAL DAMAGE,2011-01-17,577
CRIMINAL DAMAGE,2011-01-24,582
CRIMINAL DAMAGE,2011-01-31,467
CRIMINAL DAMAGE,2011-02-07,579
CRIMINAL DAMAGE,2011-02-14,709
CRIMINAL DAMAGE,2011-02-21,633
CRIMINAL DAMAGE,2011-02-28,627
CRIMINAL DAMAGE,2011-03-07,699
CRIMINAL DAMAGE,2011-03-14,742
CRIMINAL DAMAGE,2011-03-21,639
CRIMINAL DAMAGE,2011-03-28,754
CRIMINAL DAMAGE,2011-04-04,856
CRIMINAL DAMAGE,2011-04-11,788
CRIMINAL DAMAGE,2011-04-18,674
CRIMINAL DAMAGE,2011-04-25,777
CRIMINAL DAMAGE,2011-05-02,740
CRIMINAL DAMAGE,2011-05-09,823
CRIMINAL DAMAGE,2011-05-16,785
CRIMINAL DAMAGE,2011-05-23,709
CRIMINAL DAMAGE,2011-05-30,796
CRIMINAL DAMAGE,2011-06-06,829
CRIMINAL DAMAGE,2011-06-13,832
CRIMINAL DAMAGE,2011-06-20,836
CRIMINAL DAMAGE,2011-06-27,797
CRIMINAL DAMAGE,2011-07-04,830
CRIMINAL DAMAGE,2011-07-11,810
CRIMINAL DAMAGE,2011-07-18,796
CRIMINAL DAMAGE,2011-07-25,782
CRIMINAL DAMAGE,2011-08-01,779
CRIMINAL DAMAGE,2011-08-08,725
CRIMINAL DAMAGE,2011-08-15,788
CRIMINAL DAMAGE,2011-08-22,705
CRIMINAL DAMAGE,2011-08-29,717
CRIMINAL DAMAGE,2011-09-05,742
CRIMINAL DAMAGE,2011-09-12,701
CRIMINAL DAMAGE,2011-09-19,711
CRIMINAL DAMAGE,2011-09-26,744
CRIMINAL DAMAGE,2011-10-03,692
CRIMINAL DAMAGE,2011-10-10,699
CRIMINAL DAMAGE,2011-10-17,736
CRIMINAL DAMAGE,2011-10-24,758
CRIMINAL DAMAGE,2011-10-31,777
CRIMINAL DAMAGE,2011-11-07,687
CRIMINAL DAMAGE,2011-11-14,738
CRIMINAL DAMAGE,2011-11-21,680
CRIMINAL DAMAGE,2011-11-28,648
CRIMINAL DAMAGE,2011-12-05,643
CRIMINAL DAMAGE,2011-12-12,603
CRIMINAL DAMAGE,2011-12-19,598
CRIMINAL DAMAGE,2011-12-26,745
CRIMINAL DAMAGE,2012-01-02,652
CRIMINAL DAMAGE,2012-01-09,529
CRIMINAL DAMAGE,2012-01-16,533
CRIMINAL DAMAGE,2012-01-23,626
CRIMINAL DAMAGE,2012-01-30,606
CRIMINAL DAMAGE,2012-02-06,518
CRIMINAL DAMAGE,2012-02-13,582
CRIMINAL DAMAGE,2012-02-20,564
CRIMINAL DAMAGE,2012-02-27,604
CRIMINAL DAMAGE,2012-03-05,737
CRIMINAL DAMAGE,2012-03-12,741
CRIMINAL DAMAGE,2012-03-19,734
CRIMINAL DAMAGE,2012-03-26,670
CRIMINAL DAMAGE,2012-04-02,697
CRIMINAL DAMAGE,2012-04-09,717
CRIMINAL DAMAGE,2012-04-16,756
CRIMINAL DAMAGE,2012-04-23,732
CRIMINAL DAMAGE,2012-04-30,691
CRIMINAL DAMAGE,2012-05-07,673
CRIMINAL DAMAGE,2012-05-14,795
CRIMINAL DAMAGE,2012-05-21,754
